"","division_id","division_name","franchise_id","franchise_name","h2h_wins","h2h_losses","h2h_ties","h2h_winpct","points_for","points_against","allplay_wins","allplay_losses","allplay_winpct","potential_points"
"220",965308,"Division 1",996307,"Bishop Sycamore",8,6,0,0.571,1923.36,1599.02,130,45,0.743,2534.859995
"221",965310,"Division 3",1315137,"Wuhan Wave",8,6,0,0.571,1623.66,1674.5,80,81,0.497,2074.56
"222",965308,"Division 1",1267037,"rhmyers74's Cobras",6,8,0,0.429,1605.58,1736.44,81,87,0.482,2106.96
"223",965309,"Division 2",996523,"Hetoxy's Coffee Mouth",6,8,0,0.429,1643.78,1691.14,81,87,0.482,2059.380015
"224",965310,"Division 3",996359,"2Face Tangos",6,8,0,0.429,1678.2,1715.6,95,80,0.543,2304.780004
"225",965309,"Division 2",1318859,"ElQuesoGrande’s Plexiglass Boxes",5,9,0,0.357,1413.66,1582.06,59,116,0.337,1980.180004
"226",965308,"Division 1",1096503,"Bakes and Pains (appgrad22)",4,10,0,0.286,1506.12,1776.94,67,108,0.383,2056.34
"227",965309,"Division 2",1252607,"Hangin' Like Hernandez",4,10,0,0.286,1460.82,1650.6,57,104,0.354,1814.799996
"228",965310,"Division 3",1173458,"Goon Squad",3,11,0,0.214,1424.5,1577.9,44,117,0.273,1659.42001
"229",965311,"Division 1",1330391,"Nickbradshaw's Fire Geese",11,3,0,0.786,1764.8,1525.56,113,55,0.673,2361.16001
"230",965313,"Division 3",1337692,"Aggressively Passive",9,5,0,0.643,1568.98,1550,83,85,0.494,2068.5
"231",965311,"Division 1",1171844,"Hippo59's Jaws of Death",8,6,0,0.571,1824.48,1712.46,109,52,0.677,2188.49998
"232",965312,"Division 2",1315095,"Saskatchewan Sasquatches",8,6,0,0.571,1570.14,1532.04,84,91,0.48,2211.86001
"233",965312,"Division 2",1252615,"I’m Literally Colluding",8,6,0,0.571,1537.1,1662.84,70,91,0.435,1885.320005
"234",965313,"Division 3",1315194,"christhrowsrocks' Crafty Corgis",8,6,0,0.571,1715.2,1613.86,104,71,0.594,2385.21999
"235",965312,"Division 2",1429215,"Toecutters_brew_crew",7,7,0,0.5,1762.5,1638.9,105,63,0.625,2183.02
"236",965313,"Division 3",997036,"Solomon Grundy Want Pants Too!",7,7,0,0.5,1487.44,1467.68,70,98,0.417,1902.54
"237",965311,"Division 1",996277,"The ChaosOnion Corona Stand",5,9,0,0.357,1553.5,1617.66,76,99,0.434,2141.299996
"238",965311,"Division 1",1176933,"Christian Medical Center",5,9,0,0.357,1478.26,1588.54,64,97,0.398,1831.379996
"239",965312,"Division 2",1258490,"Sotally's Injured Reserve",5,9,0,0.357,1634,1711.46,83,92,0.474,2258.120024
"240",965313,"Division 3",1172028,"A team has no name",3,11,0,0.214,1401.12,1676.52,47,114,0.292,1802.280015
"241",965314,"Division 1",1259877,"People's Protracted Fantasy Football Team",12,2,0,0.857,1754.46,1452.12,111.5,56.5,0.664,2155.13999
"242",965315,"Division 2",1326715,"Never Go Pass to Mouth",10,4,0,0.714,1823.82,1637.62,119,56,0.68,2467.14001
"243",965316,"Division 3",1429140,"Florida Men",10,4,0,0.714,1770.64,1608.46,113.5,54.5,0.676,2178.14
"244",965314,"Division 1",1006398,"Scuba Squad",9,5,0,0.643,1725.24,1603.64,110,65,0.629,2346.26001
"245",965314,"Division 1",996352,"Kainzuu's Claws",8,6,0,0.571,1611.16,1667.18,68,93,0.422,1905.599991
"246",965314,"Division 1",1185051,"Irreplaceables",7,7,0,0.5,1475.34,1615.62,60,101,0.373,1953.44
"247",965315,"Division 2",1258450,"Falling Outside the Normal Moral Constraints",7,7,0,0.5,1738.4,1729.3,97,71,0.577,2206.740006
"248",965315,"Division 2",1315119,"Tehjams' Gringos",5,9,0,0.357,1620.14,1632.96,88,87,0.503,2251.38
"249",965316,"Division 3",1096090,"Datthrowback's Hash-Slinging Slashers",5,9,0,0.357,1676.8,1562.62,80,88,0.476,2045.099986
"250",965316,"Division 3",1258454,"Rossoneri's Scary Terry",5,9,0,0.357,1533.54,1638.28,54,107,0.335,1963.69999
"251",965315,"Division 2",1252899,"NightHarvester: Story of the Nocturnal Talking Tractor",4,10,0,0.286,1564.16,1766,67,94,0.416,1882.54
"252",965316,"Division 3",1315680,"B_Khaos's Faulk Yourself",2,12,0,0.143,1362.12,1742.02,40,135,0.229,2022.899994
"253",965317,"Division 1",1258519,"MaxwellsDaemon HHH",11,3,0,0.786,1902.6,1641.52,120,48,0.714,2432.140004
"254",965317,"Division 1",1082531,"The 3 and Outs",11,3,0,0.786,1865.42,1623.76,114,47,0.708,2207.32001
"255",965318,"Division 2",1315052,"Kick His Ass Seabass",10,4,0,0.714,1702.16,1550.78,99,69,0.589,2290.56
"256",965317,"Division 1",996709,"DudeMangGuy",8,6,0,0.571,1757.64,1615.16,107,68,0.611,2414.76
"257",965317,"Division 1",1315031,"FreshisFresh",7,7,0,0.5,1720.24,1623.58,104,71,0.594,2337.07999
"258",965319,"Division 3",1252579,"akumizzle BAY BAY",7,7,0,0.5,1664.92,1661.76,82,79,0.509,1940.11999
"259",965318,"Division 2",1258557,"The Other",6,8,0,0.429,1518.94,1512.9,64,104,0.381,1943.699985
"260",965318,"Division 2",1326364,"Drive-By Fieri",6,8,0,0.429,1451.9,1548.06,60,108,0.357,1919.720005
"261",965319,"Division 3",1315386,"Birdperson-",6,8,0,0.429,1485.22,1701.3,61,100,0.379,1811.959986
"262",965319,"Division 3",1096086,"Arrdee",5,9,0,0.357,1620.98,1703.34,74,87,0.46,1945.78001
"263",965319,"Division 3",1006448,"Ivaar's Game of Jones",4,10,0,0.286,1517.14,1670.38,75,100,0.429,2129.400004
"264",965318,"Division 2",1006407,"nichecarver's Groovy Ju Ju",3,11,0,0.214,1361.28,1715.9,48,127,0.274,1967.89999
"265",965320,"Division 1",996286,"omgitsthefuture",10,4,0,0.714,1751.7,1618.16,102,66,0.607,2209.040005
"266",965320,"Division 1",1083342,"badpark",9,5,0,0.643,1815.36,1605.94,112,63,0.64,2396.72001
"267",965320,"Division 1",1252679,"Alan Page, MVP, JD",9,5,0,0.643,1796.44,1681.92,108,53,0.671,2103.94
"268",965321,"Division 2",1315071,"0rangutan in a Banana Hammock",8,6,0,0.571,1772.76,1677.96,107,68,0.611,2282.46
"269",965321,"Division 2",1252770,"Celtic Tigers",8,6,0,0.571,1558.32,1648.5,68,93,0.422,1954.38001
"270",965322,"Division 3",1175298,"Even Stevenson",8,6,0,0.571,1729.72,1722.86,106,62,0.631,2202.86001
"271",965322,"Division 3",997327,"Jesse Pinkman's Blue Magic",7,7,0,0.5,1676.4,1608.92,84,84,0.5,2249.06
"272",965321,"Division 2",1085415,"Fienin' for Keenan",6,8,0,0.429,1651.98,1599.88,78,90,0.464,2052.239984
"273",965322,"Division 3",1315264,"Dfoolio dudes",6,8,0,0.429,1513.54,1610.84,59,102,0.366,1830.13999
"274",965321,"Division 2",1253010,"pburns1587's Tecmo Bowl All-Stars",5,9,0,0.357,1630.8,1699.68,87,88,0.497,2232.28
"275",965320,"Division 1",996315,"bigguitartone's Team",4,10,0,0.286,1374.52,1619.14,36,125,0.224,1734.54001
"276",965322,"Division 3",1315043,"The Ickey Shuffle",4,10,0,0.286,1466.42,1644.16,61,114,0.349,2195.500004
"277",965323,"Division 1",1331756,"Tam Yelnats",10,4,0,0.714,1778.4,1495.32,107,61,0.637,2220.700014
"278",965323,"Division 1",1083615,"Hekeling Deebo",9,5,0,0.643,1788.98,1590.16,106,69,0.606,2462.019985
"279",965324,"Division 2",1096110,"KidEh's Paranoid Androids",9,5,0,0.643,1706.76,1634.74,93,75,0.554,2078.300006
"280",965323,"Division 1",1096107,"No Chess Without Hester",8,6,0,0.571,1681.36,1604.2,89,79,0.53,2215.34
"281",965324,"Division 2",1315082,"Laydowndead",8,6,0,0.571,1796.7,1751.48,101,60,0.627,2121.74
"282",965325,"Division 3",1322905,"NoHo Hohos",8,6,0,0.571,1661.2,1658.74,85,90,0.486,2160.26
"283",965325,"Division 3",1098076,"The Craig Machine",8,6,0,0.571,1603.38,1594,74,87,0.46,1949.740005
"284",965325,"Division 3",1082801,"FC Helen",7,7,0,0.5,1531.38,1581.5,57,111,0.339,1916.239996
"285",965323,"Division 1",1264166,"Tractorcito!",6,8,0,0.429,1585.4,1697.64,86,89,0.491,2242.12002
"286",965324,"Division 2",1315534,"Rimuru's Toy",4,10,0,0.286,1411.04,1694.88,40,121,0.248,1684.3
"287",965325,"Division 3",1417315,"Fighting Whities",4,10,0,0.286,1643.4,1812.26,86,89,0.491,2118.179996
"288",965324,"Division 2",1252576,"The Fantasy Football Team",3,11,0,0.214,1672.98,1746.06,84,77,0.522,2034.88
"289",965327,"Division 2",1171943,"Ericshun",11,3,0,0.786,1824.56,1554,109,59,0.649,2236.87998
"290",965326,"Division 1",1315106,"Scott's Tots - bennettj1087",9,5,0,0.643,1643.6,1501.46,90,78,0.536,2067.679995
"291",965327,"Division 2",1315080,"Bateserade's Falcon Punch",9,5,0,0.643,1744.56,1569.58,108,67,0.617,2471.5
"292",965326,"Division 1",1252959,"f_ck-this-game's Auto-drafted All-Stars",7,7,0,0.5,1700.14,1620.54,94,67,0.584,1999.16
"293",965326,"Division 1",1082548,"jagoe_unchained",7,7,0,0.5,1682.16,1702.94,90,71,0.559,1979.58
"294",965328,"Division 3",1315250,"AUserNameThatIsTaken",7,7,0,0.5,1744.24,1641.88,108,67,0.617,2383.88001
"295",965328,"Division 3",1330378,"Pennywise Clowns",7,7,0,0.5,1670.62,1625,95,73,0.565,2146.259996
"296",965328,"Division 3",1172222,"Jetfan",7,7,0,0.5,1574.18,1654.06,73,95,0.435,2083.780014
"297",965328,"Division 3",1252665,"Maple Moose",7,7,0,0.5,1509.64,1618.38,76,99,0.434,2156.520004
"298",965326,"Division 1",1252746,"RomoSuba",5,9,0,0.357,1543.32,1623.48,59,102,0.366,1836.24
"299",965327,"Division 2",1004947,"TD's and Pepsi",5,9,0,0.357,1424.9,1653.4,62,113,0.354,2268.42001
"300",965327,"Division 2",1326276,"Abandoned Sandwich",3,11,0,0.214,1440.7,1737.9,44,117,0.273,1818.079995
"301",965329,"Division 1",1172546,"InaCube's Controlled Chaos",9,5,0,0.643,1536.98,1547.84,79,89,0.47,1920.900005
"302",965330,"Division 2",1315667,"skz87's skittles!",9,5,0,0.643,1574.76,1531.18,79,89,0.47,2089.380013
"303",965329,"Division 1",1096149,"The Hog Pound",8,6,0,0.571,1729.86,1679.42,94,67,0.584,2119.40001
"304",965330,"Division 2",1428943,"GWizie’s Black Pajamas",8,6,0,0.571,1651.1,1671.86,89,86,0.509,2305.62
"305",965330,"Division 2",1185028,"Neil_deNye_Sagan's Superstars",8,6,0,0.571,1574.46,1588.6,71,90,0.441,1953.56002
"306",965331,"Division 3",1509262,"Yakkit's Team to be Named Later",8,6,0,0.571,1752.6,1614.12,100,75,0.571,2394.2
"307",965329,"Division 1",996546,"Out For A Rip",7,7,0,0.5,1725.64,1745.12,99,69,0.589,2087.04002
"308",965331,"Division 3",1171848,"4th and Covid-19 - IggyFenton",7,7,0,0.5,1665.1,1566.68,77,91,0.458,2168.6
"309",965331,"Division 3",1082534,"Uncle Lenny and the Hockensons",6,8,0,0.429,1510.52,1589.88,67,94,0.416,1840.059996
"310",965331,"Division 3",1325349,"Come back szn",6,8,0,0.429,1612.56,1549.82,73,88,0.453,1978.520004
"311",965329,"Division 1",1252855,"Maybe Mobey",4,10,0,0.286,1651.14,1719.88,96,79,0.549,2296.420001
"312",965330,"Division 2",1328904,"Kidnapping is not cool",4,10,0,0.286,1542.38,1722.7,84,91,0.48,2348.58
"313",965333,"Division 2",1176383,"BitchellTrubisky",10,4,0,0.714,1783.34,1606.68,103,65,0.613,2168.840004
"314",965333,"Division 2",1319385,"HerbalFFB",9,5,0,0.643,1661.64,1538.06,85,76,0.528,1992.26
"315",965334,"Division 3",1252627,"chem's cylons",9,5,0,0.643,1672.7,1597.24,105,63,0.625,2288.82
"316",965333,"Division 2",1315088,"Trillium Trails",8,6,0,0.571,1795.76,1710.32,101,60,0.627,2064.76
"317",965334,"Division 3",1322957,"Turd I am, trolliamnot",8,6,0,0.571,1536.28,1468.66,68,107,0.389,2151.160001
"318",965332,"Division 1",1172048,"Chawp Wood",7,7,0,0.5,1734.5,1613.2,105,70,0.6,2415.819996
"319",965332,"Division 1",1171764,"Still T.R.E.Y.",7,7,0,0.5,1454.54,1661.5,63,105,0.375,1965.180001
"320",965332,"Division 1",1258556,"MrCarlosDanger",7,7,0,0.5,1565.22,1608.24,76,99,0.434,2122.18001
"321",965334,"Division 3",1258446,"BeMyBreath So I Don't Choke",7,7,0,0.5,1788.4,1782.52,103,65,0.613,2272.67999
"322",965332,"Division 1",998738,"TomatoHead7",6,8,0,0.429,1579.3,1682.92,86,89,0.491,2179.320001
"323",965333,"Division 2",1082714,"Northpaws",5,9,0,0.357,1772.06,1718.58,87,74,0.54,2123.119995
"324",965334,"Division 3",1315304,"Loganators",1,13,0,0.071,1280.3,1636.12,26,135,0.161,1760.539996
"325",965336,"Division 2",1172363,"Simple Toast's Point Smorgasbord",12,2,0,0.857,1917.32,1691.22,127,41,0.756,2323.18001
"326",965337,"Division 3",996559,"Fantasy Football Team",9,5,0,0.643,1616.78,1569.18,78,90,0.464,2123.599995
"327",965335,"Division 1",1252610,"Unoriginal _cocktard's Smelly Pirate Hookers",8,6,0,0.571,1616.98,1570.88,91,84,0.52,2266.56001
"328",965337,"Division 3",1096106,"Sherman's March to the Sea",8,6,0,0.571,1697.04,1611.44,100,75,0.571,2496.55999
"329",965336,"Division 2",1175263,"Bearhunter",7,7,0,0.5,1636.24,1690.48,83,78,0.516,2060.38001
"330",965337,"Division 3",1317830,"Time For Chili",7,7,0,0.5,1821.9,1691.9,107,54,0.665,2157.34
"331",965335,"Division 1",1315475,"dudewithnocash's Relegated Rejects",6,8,0,0.429,1468.78,1602.2,50,118,0.298,1884.96
"332",965336,"Division 2",1171803,"CeeAggy",6,8,0,0.429,1511.52,1588.14,56,105,0.348,1804.700004
"333",965337,"Division 3",1316097,"Luckydevil713’s Reptar On Ice",6,8,0,0.429,1609.38,1653.14,81,87,0.482,2039.3
"334",965335,"Division 1",1252573,"The Hunt for Joe Horn",5,9,0,0.357,1574.04,1671.62,73,102,0.417,2186.779996
"335",965335,"Division 1",1082615,"Ja'Marrch Madness",5,9,0,0.357,1614.78,1656.28,92,83,0.526,2145.660019
"336",965336,"Division 2",996569,"RIP Lefty",5,9,0,0.357,1610.84,1699.12,70,91,0.435,1910.07999
"337",965338,"Division 1",1258444,"Mathematically Eliminated",9,5,0,0.643,1605.56,1592.96,75,93,0.446,2008.040005
"338",965339,"Division 2",1002109,"Les Cousins Dangereux",9,5,0,0.643,1730.26,1629.26,102,59,0.634,2082.78
"339",965340,"Division 3",1253191,"One Clap BananaHammock74",9,5,0,0.643,1774.84,1535.46,107,61,0.637,2340.25999
"340",965339,"Division 2",1315277,"Mantis Toboggan M.D.",8,6,0,0.571,1764.32,1692.12,93,68,0.578,2046.81999
"341",965339,"Division 2",996472,"Danny D & Tha Boyz",8,6,0,0.571,1669.76,1623.82,102,73,0.583,2271.180004
"342",965338,"Division 1",996469,"hydrophobicSurfer's Ents",7,7,0,0.5,1628.52,1549.06,84,91,0.48,2261.040006
"343",965338,"Division 1",1171958,"Big Seltzer™",7,7,0,0.5,1707.92,1600.38,89,79,0.53,2198.34
"344",965340,"Division 3",1253147,"Oh, No! It's TopHatAbobo",7,7,0,0.5,1636.22,1693.16,81,87,0.482,2072.11999
"345",965340,"Division 3",1428917,"ThePandaBlubber",6,8,0,0.429,1737.52,1771.24,102,73,0.583,2261.140004
"346",965338,"Division 1",997145,"shichyeahbro's Pack Tua Super Bowl?",5,9,0,0.357,1365.9,1684.94,43,118,0.267,1754.020004
"347",965339,"Division 2",1315001,"Henne Given Sunday",5,9,0,0.357,1591.86,1668.52,68,107,0.389,2136.82
"348",965340,"Division 3",1099035,"Green Bae",4,10,0,0.286,1511.18,1682.94,62,99,0.385,1840.959991
"349",965341,"Division 1",1316270,"Hellomynameis",10,4,0,0.714,1769.34,1594.44,100,68,0.595,2210.299991
"350",965343,"Division 3",1171868,"Gentlemen Bastards",10,4,0,0.714,1846.2,1628.06,112,56,0.667,2279.719976
"351",965343,"Division 3",1253103,"Bad Bad Bad Bad Boys that Make Me Feel So Good",10,4,0,0.714,1704.86,1546.74,90,71,0.559,1972.17999
"352",965342,"Division 2",1083284,"Pixel_Dent's Show Me The Monkey",9,5,0,0.643,1768.6,1660.94,106,69,0.606,2379.439975
"353",965341,"Division 1",996463,"Cluster Luck",8,6,0,0.571,1648.94,1622.7,86,89,0.491,2200.64
"354",965343,"Division 3",1252720,"Mile High Mayhem",7,7,0,0.5,1656.9,1631.26,83,78,0.516,2035.17999
"355",965341,"Division 1",1335671,"Spanos Did Nothing Wrong",6,8,0,0.429,1662.74,1735.98,91,77,0.542,2235.74001
"356",965343,"Division 3",1171758,"Koality",6,8,0,0.429,1555.52,1712.56,70,98,0.417,1964.039991
"357",965342,"Division 2",1171826,"Alla Pena",5,9,0,0.357,1642.88,1687.9,78,83,0.484,1921.29999
"358",965342,"Division 2",1315062,"Chasing a win",5,9,0,0.357,1580.66,1688.02,69,92,0.429,1909.64001
"359",965341,"Division 1",996296,"Easy As Pie",4,10,0,0.286,1520.22,1638.4,71,104,0.406,2205.62
"360",965342,"Division 2",1326587,"Nonstop87s Stopables",4,10,0,0.286,1406.02,1615.88,52,123,0.297,2043.080004
"361",965345,"Division 2",1315251,"Fantasy Dan Campbell",11,3,0,0.786,1797.74,1519.34,111,57,0.661,2371.339996
"362",965344,"Division 1",1171874,"Nobody Loves JJ Like I Do",10,4,0,0.714,1750.04,1753.4,101,67,0.601,2076.620004
"363",965344,"Division 1",1096100,"Hurts so Good",9,5,0,0.643,1900.18,1659.02,117,58,0.669,2513.479995
"364",965346,"Division 3",1252596,"Drafty Sports",9,5,0,0.643,1621.24,1587.16,103,72,0.589,2159.900005
"365",965346,"Division 3",1315998,"Toejam and Earl Thomas",8,6,0,0.571,1651.74,1539.38,78,83,0.484,1932.559995
"366",965346,"Division 3",1258469,"Yam Slam",8,6,0,0.571,1692.34,1569.08,81.5,79.5,0.506,2134.08
"367",965344,"Division 1",1428874,"The Metal_Mike The",7,7,0,0.5,1647.04,1604.34,86.5,81.5,0.515,2078.900004
"368",965345,"Division 2",996358,"The Space Browns",6,8,0,0.429,1529.56,1655.9,58,110,0.345,2006.339994
"369",965345,"Division 2",1175230,"Doseyball",6,8,0,0.429,1518.58,1667.98,57,104,0.354,1883.160005
"370",965344,"Division 1",1082489,"Big Purp and the Boys",5,9,0,0.357,1601.74,1779.52,79.5,81.5,0.494,2018.9
"371",965346,"Division 3",1315576,"Rbmaclean's Urban Achievers",4,10,0,0.286,1649.04,1706.54,76,99,0.434,2342.540004
"372",965345,"Division 2",1258447,"If Claypool Married Ja'Marr He'd Be Chase Chase",1,13,0,0.071,1448.24,1765.82,59.5,115.5,0.34,2005.060009
"373",965349,"Division 3",1003010,"Fantasy Football is Life!",10,4,0,0.714,1781.52,1562.58,115,53,0.685,2260.72001
"374",965348,"Division 2",1171746,"South Park Cows",9,5,0,0.643,1683.6,1545.56,84,84,0.5,2078.44
"375",965349,"Division 3",1322883,"84elbows Look at all those Pickens",9,5,0,0.643,1659.64,1578.56,90,85,0.514,2275.239996
"376",965347,"Division 1",996417,"TheElitist921's Meteors",8,6,0,0.571,1590.52,1587.22,92,83,0.526,2255.18
"377",965347,"Division 1",1253003,"Ha-Ha Clinton Dix Out For Harambe",8,6,0,0.571,1484.18,1616.78,62,99,0.385,1841.879995
"378",965348,"Division 2",1315237,"ATerribleUsername and the Awesomesauce",8,6,0,0.571,1627.26,1585.84,73,88,0.453,1950.139982
"379",965347,"Division 1",1326359,"B.T.F.U.",7,7,0,0.5,1767.94,1560.48,106,62,0.631,2347.8
"380",965348,"Division 2",1253130,"Jimmy Gonnahandtheballoffolo",6,8,0,0.429,1754.16,1729.44,103,65,0.613,2245.679996
"381",965348,"Division 2",996647,"GiantHandBanana's Buttfumbles",6,8,0,0.429,1674.04,1836.08,92,83,0.526,2223.76
"382",965349,"Division 3",1316454,"Last Chance U",6,8,0,0.429,1626.56,1760.18,85,90,0.486,2334.400008
"383",965349,"Division 3",1258702,"Final Fantasy Football X",5,9,0,0.357,1530.88,1596.48,62,99,0.385,1759.679996
"384",965347,"Division 1",1175314,"Five Star Man",2,12,0,0.143,1412.5,1633.6,44,117,0.273,1753.48
"385",965352,"Division 3",1096312,"Tebow's Body Double",11,3,0,0.786,1815.14,1516.72,100,68,0.595,2217.53999
"386",965351,"Division 2",1315416,"Build the Waller!",9,5,0,0.643,1838.62,1746.8,115,53,0.685,2360.639996
"387",965351,"Division 2",1082493,"Penny Dreadful Team",9,5,0,0.643,1824.7,1679.04,115,60,0.657,2465.77999
"388",965352,"Division 3",1322886,"Iceberg33's I like a little Bush on my Johnson",9,5,0,0.643,1720.96,1638.56,99,62,0.615,2068.62001
"389",965352,"Division 3",1171798,"yellingdog's trying to reach you about your car's warranty",9,5,0,0.643,1776.28,1585.94,113,62,0.646,2457.3
"390",965350,"Division 1",1315100,"pjhollow's The Realllllllllllllllllllllllllllllllllllllllllllllllllllllllly Long Named Football Bois",8,6,0,0.571,1613.46,1533.72,76,85,0.472,1963
"391",965350,"Division 1",1315772,"50% Completion Hurts",8,6,0,0.571,1603.94,1572.8,76,92,0.452,2091.020027
"392",965351,"Division 2",1096112,"Hyphy",7,7,0,0.5,1539.82,1634.42,67,101,0.399,1941.640004
"393",965350,"Division 1",1172150,"Smoke Bay Swindlers",5,9,0,0.357,1581.16,1664.3,81,94,0.463,2187.059995
"394",965352,"Division 3",1252577,"JamTheMaster's Masters of Jam",4,10,0,0.286,1424.98,1607.34,50,111,0.311,1750.279998
"395",965351,"Division 2",1329632,"Oh No My Peanuts!",3,11,0,0.214,1578.1,1774.5,81,94,0.463,2191.18
"396",965350,"Division 1",1252598,"Somethin_original",2,12,0,0.143,1284.98,1648,35,126,0.217,1781.379996
"397",965355,"Division 3",1171920,"Release the Hounds",10,4,0,0.714,1838.06,1686.92,112,56,0.667,2221.02
"398",965354,"Division 2",1252590,"Half Price Apps",9,5,0,0.643,1693.28,1546.6,89,79,0.53,2156.360005
"399",965354,"Division 2",1175270,"Untitled",9,5,0,0.643,1657.4,1758.38,86,75,0.534,1982.460001
"400",965353,"Division 1",1315187,"Lamar Morghulis",8,6,0,0.571,1619.24,1559.44,89,86,0.509,2252.72
"401",965355,"Division 3",1001168,"Megazord8's Ringworms",8,6,0,0.571,1739.5,1616.5,108,67,0.617,2330.880004
"402",965353,"Division 1",996719,"Bees?",7,7,0,0.5,1641.84,1653.64,82,79,0.509,1965.799995
"403",965353,"Division 1",996348,"LoudSweaters’ Little Buff Boys",7,7,0,0.5,1633.04,1615.64,84,84,0.5,2090.19999
"404",965355,"Division 3",1316060,"3li Manning",7,7,0,0.5,1525.78,1547.76,53,115,0.315,2009.980004
"405",965353,"Division 1",1328783,"Altilongitude",5,9,0,0.357,1734.92,1761.8,101,74,0.577,2374.120009
"406",965354,"Division 2",1314998,"Teddyman",5,9,0,0.357,1582.54,1710.68,75,100,0.429,2277.58
"407",965355,"Division 3",1003054,"7's Phlegmy Cough",5,9,0,0.357,1564.62,1746,66,95,0.41,1909.88
"408",965354,"Division 2",1258746,"Waddle LIke A Duck",4,10,0,0.286,1571.9,1598.76,63,98,0.391,1936.3
"409",965356,"Division 1",996319,"Dre3Stacks’ Team Mongoose",12,2,0,0.857,2049.54,1674.2,136,32,0.81,2464.859995
"410",965357,"Division 2",1252816,"tsqrd's Saquon Deez Nuts",9,5,0,0.643,1802.78,1532.74,115,53,0.685,2253.46002
"411",965358,"Division 3",1323365,"Dinomate",9,5,0,0.643,1758.12,1631.32,105,70,0.6,2355.14
"412",965358,"Division 3",1083382,"stmack's Working from MaHomes",9,5,0,0.643,1573.52,1527.58,79,96,0.451,2112.059996
"413",965356,"Division 1",1315092,"thatspossible's just a little cough",8,6,0,0.571,1653.1,1624.22,87,74,0.54,1911.2
"414",965357,"Division 2",1431101,"Pikachu Thunder",8,6,0,0.571,1544,1622.36,68,93,0.422,1923.76
"415",965356,"Division 1",1171827,"Call me Ismer",7,7,0,0.5,1692.24,1652.72,88,80,0.524,2232.82
"416",965357,"Division 2",1315297,"Keen on Allen",6,8,0,0.429,1537.44,1576.32,67,101,0.399,1868.040005
"417",965358,"Division 3",996306,"Captain Geech & The Shrimp Shack Shooters",5,9,0,0.357,1447.66,1648.74,56,119,0.32,1959.780005
"418",965358,"Division 3",1171885,"Prosner",5,9,0,0.357,1547.16,1689.98,65,96,0.404,1910.540004
"419",965356,"Division 1",1330710,"Voted ""Worst Teammate to Date My Sister""",4,10,0,0.286,1710.36,1815.08,105,70,0.6,2469.64001
"420",965357,"Division 2",1252571,"I HATE SPANOS",2,12,0,0.143,1351.54,1672.2,37,124,0.23,1662.939996
"421",965361,"Division 3",1315881,"Brown-Crayon’s Five Star Men",10,4,0,0.714,1797.74,1647.66,97,71,0.577,2267.4
"422",965361,"Division 3",1330390,"Benryglue's Marshmallow Matey's",9,5,0,0.643,1791.18,1630.94,109,52,0.677,2099.879999
"423",965359,"Division 1",1252648,"ASS ETN SZN",8,6,0,0.571,1743.9,1691.16,96,72,0.571,2188.66
"424",965359,"Division 1",996431,"Adams Family",8,6,0,0.571,1609.14,1551.5,74,101,0.423,2261.879997
"425",965360,"Division 2",1315987,"The Tropicana",8,6,0,0.571,1766.06,1695.68,114.5,60.5,0.654,2423.72
"426",965359,"Division 1",996285,"30 Rack of Matty Ice",7,7,0,0.5,1620.66,1603.66,90,78,0.536,2167.940002
"427",965360,"Division 2",1096089,"Bowl of Pulled Pork",7,7,0,0.5,1592.14,1690.02,75,86,0.466,1915.14001
"428",965360,"Division 2",1258478,"Dirty Randy's taking_a_deuce",7,7,0,0.5,1725.44,1553.94,94.5,73.5,0.562,2169.320015
"429",965361,"Division 3",1428916,"Rainmaker88's Hingle McCringleberries",6,8,0,0.429,1640.06,1639.46,79,82,0.491,2013.240005
"430",965360,"Division 2",1322963,"dloosh13",5,9,0,0.357,1466.74,1621.84,50,111,0.311,1828.860004
"431",965361,"Division 3",1171819,"Sogeking34's snipers of your heart",5,9,0,0.357,1470.92,1662.4,79,96,0.451,2043.359991
"432",965359,"Division 1",1252608,"Van Buren Boys",4,10,0,0.286,1392.6,1628.32,50,125,0.286,1946.519991
"433",965363,"Division 2",1252742,"Team Miller",9,5,0,0.643,1708.68,1527.46,96,72,0.571,2142.85999
"434",965364,"Division 3",1318507,"Lakemoor Vixens",9,5,0,0.643,1710.62,1543.04,102,66,0.607,2203.140014
"435",965364,"Division 3",1330500,"Just the Tip",9,5,0,0.643,1590.26,1469.26,79,82,0.491,1908.5
"436",965362,"Division 1",1003124,"Bring Your Own Booya!",8,6,0,0.571,1661.38,1582.98,97,78,0.554,2312.6
"437",965363,"Division 2",1315070,"Zach To The Future",8,6,0,0.571,1565.14,1642.52,85,90,0.486,2199.42
"438",965364,"Division 3",1259415,"Bubble Boy's",8,6,0,0.571,1648.1,1722.52,82,79,0.509,1901.719999
"439",965362,"Division 1",1367533,"1.21 GigaWatts",7,7,0,0.5,1744.08,1589.02,108,60,0.643,2291.08003
"440",965363,"Division 2",1315366,"BVD Whitey Tighties",6,8,0,0.429,1660.26,1687.26,79,89,0.47,2056.739985
"441",965364,"Division 3",1252836,"Scabs",6,8,0,0.429,1474.36,1664.8,65.5,109.5,0.374,2162.179996
"442",965362,"Division 1",1333301,"Joe Biden's Hairy Legs",5,9,0,0.357,1553.08,1647.92,85.5,89.5,0.489,2268.66
